CJIS_SPN,CJIS_CASE_NUMBER,CASE_DEFENDANT_ID,CHARGE_ID,OLD_STATUS,OLD_LOCATION,OLD_BOND_AMT
170792,2020CF1766A6,807372,1108404,D,RLSDNI,
170792,2020CF1766A7,807372,1108405,D,RLSDNI,
170792,2020CF1766A8,807372,1108406,D,RLSDNI,
264154,2020CF1969A3,807961,1111131,D,CLRK,
264154,2020CF2037A1,808177,1109648,D,CLRK,10000
114542,2020CF2790A1,810716,1115527,D,CLRK,
249504,2020CF3027A1,811895,1119293,D,RLSDTS,
260219,2020HH172A1,799667,1099080,D,RLSDWD,
260219,2020HH172A2,799667,1099081,D,RLSDWD,
260219,2020HH172A3,799667,1099082,D,RLSDWD,
260219,2020HH172A4,799667,1099083,D,RLSDWD,
260219,2020HH172A5,799667,1099084,D,RLSDWD,
260219,2020HH172A6,799667,1099085,D,RLSDWD,
260219,2020HH172A7,799667,1099086,D,RLSDWD,
260219,2020HH172A8,799667,1099087,D,RLSDWD,
260219,2020HH172A9,799667,1099088,D,RLSDWD,
266204,2021CF1046A1,818784,1129202,D,CLRK,
260795,2021CF167A1,815388,1123850,D,RLSDPB,
260795,2021CF167A2,815388,1123851,D,RLSDPB,
236300,2021CF1868A1,823418,1135625,D,STPR,
266800,2021CF1880A1,823516,1135748,W,WARR,
254002,2021CF2583A1,827766,1141412,D,RLSDTS,
213498,2021CF2857A1,828874,1143125,D,RLSDPB,
101471,2021CF3040A1,829675,1144253,D,CLRK,
263521,2021HH114A1,817306,1126797,D,CLRK,
265718,2021HH687A1,829517,1144040,D,OTJA,
261627,2022CF1067A1,835029,1152704,V,LCJ,
266526,2022CF1156A1,835333,1153194,R,LCJ,
266526,2022CF1170A1,835367,1153252,R,LCJ,
256641,2022CF1537A1,836616,1155169,D,LCJ,
256641,2022CF1537A3,836616,1155170,D,LCJ,
255662,2022CF1756A1,837309,1156251,D,LCJ,
255662,2022CF1756A2,837309,1156249,D,LCJ,
255662,2022CF1756A3,837309,1156250,D,LCJ,
255662,2022CF1756A4,837309,1156252,D,LCJ,
269073,2022CF1948A1,837951,1157248,D,CLRK,
269073,2022CF1948A2,837951,1157795,D,CLRK,
269073,2022CF1948A3,837951,1162507,D,CLRK,
269073,2022CF1948A4,837951,1160870,D,CLRK,
269073,2022CF1948A5,837951,1157247,D,CLRK,1000
260690,2022CF1982A2,838064,1157423,D,RLSDNG,
260690,2022CF1982A3,838064,1157424,D,RLSDNG,
260690,2022CF1982A4,838064,1157425,D,RLSDNG,
260690,2022CF1982A5,838064,1157429,D,RLSDTS,
260690,2022CF1982A6,838064,1157430,D,RLSDTS,
260690,2022CF1982A7,838064,1157426,D,RLSDNG,
260690,2022CF1982A8,838064,1157428,D,RLSDNG,
260690,2022CF1982A9,838064,1157427,D,RLSDNI,
269073,2022CF2039A1,838224,1157716,D,CLRK,
261226,2022CF2314A4,839282,1159331,D,RLSDNI,
269073,2022CF2542A1,840119,1160726,D,CLRK,25000
269073,2022CF2785A1,840960,1162087,D,CLRK,
266526,2022CF695A1,833622,1150612,R,LCJ,
102540,2022CF788A1,834046,1151237,D,LCJ,
102540,2022CF788A2,834046,1151238,D,LCJ,
271056,2022CT2008A1,842205,1164125,R,LCJ,
129933,2022HV27A1,839991,1160460,D,CLRK,
241406,2022MM1384A1,838998,1158950,D,RLSDTS,
254002,2022MM746A1,835272,1153111,D,CLRK,
254002,2022MM746A2,835272,1153110,D,CLRK,
254002,2022MM746A3,835272,1153112,D,RLSDNI,
272689,2023CF1135A1,850053,1175784,D,CLRK,1000
272689,2023CF1135A2,850053,1175785,D,CLRK,2500
272689,2023CF1135A3,850053,1175786,D,CLRK,1000
272689,2023CF1135A4,850053,1175787,D,CLRK,500
272689,2023CF1135A5,850053,1175788,D,CLRK,500
272689,2023CF1137A1,850058,1175793,D,CLRK,1000
272689,2023CF1137A2,850058,1175794,D,CLRK,2500
272689,2023CF1137A3,850058,1175795,D,CLRK,1000
272689,2023CF1137A4,850058,1175796,D,CLRK,500
269073,2023CF196A1,846051,1169856,D,CLRK,1000
269073,2023CF196A10,846051,1169865,O,LCJ,500
269073,2023CF196A11,846051,1169866,D,CLRK,500
269073,2023CF196A12,846051,1169867,D,CLRK,500
269073,2023CF196A13,846051,1169868,D,CLRK,500
269073,2023CF196A14,846051,1169869,D,CLRK,500
269073,2023CF196A15,846051,1169870,D,CLRK,500
269073,2023CF196A16,846051,1169871,D,CLRK,500
269073,2023CF196A17,846051,1169872,D,CLRK,500
269073,2023CF196A18,846051,1169873,D,CLRK,500
269073,2023CF196A19,846051,1169874,D,CLRK,500
269073,2023CF196A2,846051,1169857,D,RLSDDS,
269073,2023CF196A20,846051,1169875,D,CLRK,500
269073,2023CF196A21,846051,1169876,D,CLRK,500
269073,2023CF196A22,846051,1169877,D,CLRK,500
269073,2023CF196A23,846051,1169878,D,CLRK,500
269073,2023CF196A3,846051,1169858,D,CLRK,1000
269073,2023CF196A4,846051,1169859,D,CLRK,1000
269073,2023CF196A5,846051,1169860,D,CLRK,1000
269073,2023CF196A6,846051,1169861,D,CLRK,1000
269073,2023CF196A7,846051,1169862,D,CLRK,1000
269073,2023CF196A8,846051,1169863,D,CLRK,1000
269073,2023CF196A9,846051,1169864,D,CLRK,500
107126,2023CF2014A1,854039,1182144,D,RLSDNP,
107126,2023CF2014A2,854039,1182145,D,RLSDTS,
273676,2023CF2320A1,855568,1184268,D,LCJ,
270064,2023CF2473A2,856518,1185469,D,RLSDBE,
270064,2023CF2473A3,856518,1185470,D,RLSDBE,
207133,2023CF2680A2,857334,1186657,D,LCJ,
271076,2023CF275A1,846343,1170409,D,CLRK,1000
271076,2023CF275A2,846343,1170410,D,CLRK,1000
271076,2023CF275A3,846343,1170411,D,CLRK,1000
271076,2023CF275A4,846343,1170412,D,CLRK,1000
271076,2023CF275A5,846343,1170413,D,CLRK,1000
271076,2023CF275A6,846343,1170414,D,CLRK,500
271076,2023CF275A7,846343,1170415,D,CLRK,500
271076,2023CF275A8,846343,1170416,D,CLRK,500
271076,2023CF276A1,846346,1170419,D,CLRK,1000
271076,2023CF276A2,846346,1170420,D,CLRK,1000
271076,2023CF276A3,846346,1170421,D,CLRK,1000
271076,2023CF276A4,846346,1170422,D,CLRK,1000
271076,2023CF276A5,846346,1170423,D,CLRK,1000
271076,2023CF276A6,846346,1170424,D,CLRK,1000
271076,2023CF276A7,846346,1170425,D,CLRK,500
271076,2023CF276A8,846346,1170426,D,CLRK,500
271076,2023CF276A9,846346,1170427,D,RLSDNP,
235826,2023CF2806A1,857748,1187361,V,LCJ,
273829,2023CF2943A1,858265,1188156,D,STPR,
273829,2023CF2943A2,858265,1188157,D,STPR,
274521,2023CF3306A1,859719,1190303,D,CLRK,
274521,2023CF3306A2,859719,1190304,D,CLRK,
105578,2023CF3494A1,860474,1191521,D,RLSDNG,
105578,2023CF3494A2,860474,1191522,D,RLSDNG,
272013,2023CF383A1,846775,1171047,F,CLRK,
272013,2023CF383A2,846775,1171048,F,CLRK,
272013,2023CF383A3,846775,1171049,F,CLRK,
271076,2023CF513A1,847279,1171821,D,CLRK,1000
271076,2023CF513A2,847279,1171822,D,CLRK,1000
271076,2023CF513A3,847279,1171823,D,RLSDNP,
271076,2023CF518A1,847285,1171836,D,RLSDNP,
271076,2023CF518A2,847285,1171837,D,RLSDNP,
271076,2023CF518A3,847285,1171838,D,RLSDNP,
271076,2023CF518A4,847285,1171839,D,RLSDNP,
271076,2023CF518A5,847285,1171840,D,RLSDNP,
271076,2023CF518A6,847285,1171841,D,RLSDNP,
272315,2023CF722A2,847955,1172847,D,LCJ,
257737,2023CT1752A1,857241,1186466,D,RLSDTS,
258701,2023CT774A1,850131,1175931,D,CLRK,
272755,2023CT804A1,850353,1176560,D,RLSDTS,
36551,2023HH1060A1,860545,1191628,D,OTJA,
114542,2023HH670A1,855421,1184039,D,OTJA,
257737,2023MM1146A1,852409,1179629,D,RLSDTS,
105578,2023MM2401A1,860029,1190770,D,RLSDTS,
105578,2023MM2401A2,860029,1190769,D,RLSDTS,
105578,2023MM2401A3,860029,1190771,D,RLSDNI,
36551,2023MM793A1,850315,1176508,D,RLSDTS,
260795,2023MM812A1,850457,1176690,F,RLSDNI,
275648,2024CF100C2,866694,1201244,R,LCJ,
275648,2024CF100C3,866694,1201245,R,LCJ,15000
245366,2024CF1322A1,866156,1200296,D,LCJ,
245366,2024CF1322A2,866156,1200297,D,LCJ,
184237,2024CF1327A1,866161,1200306,D,CLRK,
184237,2024CF1327A2,866161,1200307,D,CLRK,1000
275648,2024CF1372A1,866332,1200671,D,LCJ,
268716,2024CF168A1,861637,1193360,D,OTJA,
266011,2024CF1764A1,867709,1202985,R,LCJ,
266011,2024CF1764A2,867709,1202983,R,LCJ,
266011,2024CF1764A3,867709,1202984,R,LCJ,
266011,2024CF1764A4,867709,1204013,R,LCJ,25000
266011,2024CF1764A5,867709,1202986,R,LCJ,25000
235826,2024CF1764C1,868438,1204006,R,LCJ,
225002,2024CF1774A1,867720,1203011,D,CLRK,
225002,2024CF1774A2,867720,1203012,D,CLRK,25000
225002,2024CF1774A3,867720,1203013,D,CLRK,
235826,2024CF1775A1,867722,1203015,D,CLRK,
235826,2024CF1775A2,867722,1203016,D,CLRK,25000
235826,2024CF1775A3,867722,1203017,D,CLRK,
235826,2024CF1775A4,867722,1203018,D,CLRK,
274790,2024CF17A2,861069,1192450,O,LCJ,
243957,2024CF1806A1,867821,1203168,R,LCJ,
243957,2024CF1806A2,867821,1203169,R,LCJ,15000
258205,2024CF1933A1,868283,1203794,D,STPR,
258205,2024CF1933A2,868283,1203795,D,STPR,
261795,2024CF2014A1,868628,1204327,D,CLRK,
220657,2024CF2097A1,868931,1205233,D,RLSDNP,
258205,2024CF2254A1,869382,1206004,D,STPR,
258205,2024CF2254A2,869382,1206003,D,RLSDPT,
134802,2024CF2363A1,869759,1206614,D,CLRK,150000
180849,2024CF2517A1,870350,1207491,D,RLSDPT,
161858,2024CF2519A1,870353,1207498,D,LCJ,
161858,2024CF2519A2,870353,1207499,D,LCJ,
262479,2024CF2646A1,870897,1208307,D,CLRK,
262479,2024CF2646A2,870897,1208308,D,CLRK,10000
256521,2024CF2764A1,871384,1209090,D,RLSDPB,
222105,2024CF2951A1,872095,1210191,D,CLRK,
222105,2024CF2951A2,872095,1210192,D,CLRK,
277234,2024CF3030A1,872470,1210729,D,CLRK,
277234,2024CF3030A2,872470,1210730,D,CLRK,
277234,2024CF3030A3,872470,1210731,D,CLRK,2500
107126,2024CF310A1,862274,1194321,D,RLSDPB,
107126,2024CF310A2,862274,1194320,D,RLSDPB,
252701,2024CF3208A1,873122,1211970,D,RLSDPB,
252701,2024CF3208A2,873122,1211969,D,RLSDPB,
277589,2024CF3439A3,874038,1213536,D,RLSDNI,
277589,2024CF3439A4,874038,1213537,D,RLSDNI,
277589,2024CF3439A5,874038,1213538,D,RLSDNI,
277589,2024CF3439A6,874038,1213539,D,RLSDNI,
236200,2024CF3443A1,874053,1213563,D,STPR,
258283,2024CF3453A1,874111,1213629,D,LCJ,
258283,2024CF3453A2,874111,1215567,D,LCJ,
142697,2024CF483A1,862919,1195326,D,OTJA,
261295,2024HH554A1,868048,1203505,D,STPR,
161309,2024HH855A1,870972,1208451,D,OTJA,
161309,2024HH855A2,870972,1208452,D,OTJA,
259222,2024HV19A1,868765,1205005,V,LCJ,
263824,2024HV31A1,872176,1210328,V,LCJ,
263824,2024HV31A2,872176,1210336,V,LCJ,
180800,2024MM388A1,862988,1195447,D,RLSDPT,
135945,2024MM44A1,861295,1192845,D,RLSDTS,
268117,2025CF1048A1,878722,1221303,D,RLSDPB,
256521,2025CF1261A1,879670,1222750,D,RLSDPB,
276370,2025CF1302A1,879788,1222947,D,LCJ,
278896,2025CF1361B2,880294,1223738,R,LCJ,50000
278896,2025CF1361B3,880294,1223739,R,LCJ,25000
167551,2025CF1501A1,880494,1224054,R,LCJ,
167551,2025CF1501A2,880494,1224055,R,LCJ,
277524,2025CF1566A2,880703,1224426,D,RLSDCR,
272517,2025CF1610A1,880900,1224754,D,RLSDWD,
126453,2025CF1623A1,880939,1224841,D,CLRK,25000
277689,2025CF1698A21,881234,1227633,R,LCJ,1000
277689,2025CF1698A23,881234,1227634,R,LCJ,
277689,2025CF1698A27,881234,1227627,R,LCJ,1000
277689,2025CF1698A29,881234,1227629,R,LCJ,
277689,2025CF1698A48,881234,1227620,R,LCJ,1000
277689,2025CF1698A50,881234,1227621,R,LCJ,1000
277689,2025CF1698A51,881234,1227622,R,LCJ,1000
277689,2025CF1698A52,881234,1227623,R,LCJ,1000
277689,2025CF1698A53,881234,1227624,R,LCJ,1000
277689,2025CF1698A54,881234,1227626,R,LCJ,1000
277689,2025CF1698A55,881234,1227630,R,LCJ,1000
277689,2025CF1698A56,881234,1227631,R,LCJ,1000
277689,2025CF1698A57,881234,1227632,R,LCJ,1000
245327,2025CF1745A1,881401,1225624,D,LCJ,
269445,2025CF1763A1,881455,1225721,D,LCJ,
269445,2025CF1763A2,881455,1225720,D,LCJ,
277689,2025CF1785A1,881537,1225879,D,CLRK,1000
277689,2025CF1785A2,881537,1225880,D,CLRK,500
195187,2025CF1797A1,881597,1225966,D,CLRK,50000
195187,2025CF1797A2,881597,1225967,D,CLRK,25000
279313,2025CF1907A1,881970,1226532,D,CLRK,5000
202372,2025CF1913A1,881983,1226550,D,RLSDTS,
202372,2025CF1913A2,881983,1226551,D,RLSDTS,
275194,2025CF193A1,875477,1215716,D,RLSDPB,
186009,2025CF1953A1,882171,1226918,D,RLSDPT,
262515,2025CF198A1,875509,1215748,O,LCJ,
262515,2025CF198A2,875509,1215749,O,LCJ,
262515,2025CF198A3,875509,1215750,O,LCJ,
262515,2025CF198A4,875509,1215751,O,LCJ,
262515,2025CF198A5,875509,1215752,O,LCJ,
262515,2025CF198A6,875509,1215753,O,LCJ,
262515,2025CF198A7,875509,1215754,O,LCJ,
262515,2025CF198A8,875509,1215755,O,LCJ,
262515,2025CF198A9,875509,1215756,O,LCJ,
240822,2025CF1995A2,882348,1227128,D,CLRK,
277689,2025CF2026A1,882458,1227289,D,CLRK,1000
277689,2025CF2026A2,882458,1227290,D,CLRK,1000
277689,2025CF2026A3,882458,1227291,D,CLRK,1000
277689,2025CF2026A4,882458,1227292,D,CLRK,1000
277689,2025CF2026A5,882458,1227293,D,CLRK,
277689,2025CF2026A6,882458,1227294,D,CLRK,
277689,2025CF2027A1,882461,1227297,D,CLRK,1000
277689,2025CF2027A2,882461,1227298,D,CLRK,1000
277689,2025CF2027A3,882461,1227299,D,CLRK,
277689,2025CF2027A4,882461,1227300,D,CLRK,
277689,2025CF2028A1,882462,1227301,D,CLRK,1000
277689,2025CF2028A2,882462,1227302,D,CLRK,1000
277689,2025CF2028A3,882462,1227303,D,CLRK,1000
277689,2025CF2028A4,882462,1227304,D,CLRK,
277689,2025CF2029A1,882463,1227305,D,CLRK,1000
277689,2025CF2029A2,882463,1227306,D,CLRK,1000
259288,2025CF2098A1,882723,1227710,D,LCJ,
151876,2025CF2149A1,882941,1228024,D,RLSDPT,
279563,2025CF2218A2,883279,1228492,R,LCJ,50000
257737,2025CF2222A1,883288,1228509,D,CLRK,5000
272384,2025CF2391A1,884448,1229566,D,CLRK,
238833,2025CF2481A14,886152,1230059,D,RLSDNI,
238833,2025CF2481A15,886152,1230060,D,RLSDNI,
238833,2025CF2481A16,886152,1230061,D,RLSDNI,
279687,2025CF2627A1,886888,1231054,D,CLRK,
279687,2025CF2627A2,886888,1231055,D,CLRK,
279687,2025CF2627A3,886888,1231056,D,CLRK,2500
279687,2025CF2627A4,886888,1231057,D,CLRK,2500
279687,2025CF2627A5,886888,1231058,D,CLRK,2500
279687,2025CF2627A6,886888,1231059,D,CLRK,2500
279687,2025CF2627A7,886888,1231060,D,CLRK,2500
279687,2025CF2627A8,886888,1231061,D,CLRK,2500
279895,2025CF2634A1,886906,1231087,D,LCJ,
279895,2025CF2634A2,886906,1231086,D,LCJ,
279895,2025CF2634A3,886906,1231088,D,LCJ,
279895,2025CF2634A4,886906,1231089,D,LCJ,
279895,2025CF2634A5,886906,1231090,D,LCJ,
272384,2025CF2675A1,887096,1231372,D,CLRK,15000
245524,2025CF2682A1,887128,1231421,D,LCJ,
229206,2025CF2720A1,887246,1231605,D,STPR,
229206,2025CF2720A2,887246,1231606,D,STPR,
245731,2025CF2830A1,887616,1232343,D,CLRK,10000
245731,2025CF2830A10,887616,1232352,D,CLRK,5000
245731,2025CF2830A11,887616,1232353,D,CLRK,5000
245731,2025CF2830A12,887616,1232354,D,CLRK,5000
245731,2025CF2830A2,887616,1232344,D,CLRK,5000
245731,2025CF2830A3,887616,1232345,D,CLRK,5000
245731,2025CF2830A4,887616,1232346,D,CLRK,5000
245731,2025CF2830A5,887616,1232347,D,CLRK,5000
245731,2025CF2830A6,887616,1232348,D,CLRK,5000
245731,2025CF2830A7,887616,1232349,D,CLRK,5000
245731,2025CF2830A8,887616,1232350,D,CLRK,5000
245731,2025CF2830A9,887616,1232351,D,CLRK,5000
226121,2025CF2890A1,887848,1232694,D,LCJ,
226121,2025CF2890A2,887848,1232695,D,LCJ,
241974,2025CF2917A2,887954,1232876,D,RLSDNI,
241974,2025CF2917A3,887954,1232877,D,RLSDNI,
241974,2025CF2917A4,887954,1232878,D,RLSDNI,
241974,2025CF2917A5,887954,1232879,D,RLSDNI,
241974,2025CF2917A6,887954,1232880,D,RLSDNI,
241974,2025CF2917A7,887954,1232881,D,RLSDNI,
252306,2025CF2939A1,888050,1233032,D,CLRK,5000
252306,2025CF2939A2,888050,1233033,D,CLRK,5000
252306,2025CF2939A3,888050,1233034,D,CLRK,5000
252306,2025CF2939A4,888050,1233035,D,CLRK,5000
252306,2025CF2939A5,888050,1233036,D,CLRK,5000
149029,2025CF2980A1,888222,1233312,D,LCJ,
149029,2025CF2980A2,888222,1233315,D,LCJ,
149029,2025CF2980A3,888222,1233314,D,LCJ,
280221,2025CF3021A1,888356,1233520,D,RLSDNP,
244579,2025CF3122A1,888784,1234189,F,RLSDNI,
244579,2025CF3122A2,888784,1234190,F,CLRK,500
244579,2025CF3122A3,888784,1234191,F,CLRK,250
252306,2025CF3193A2,889126,1234655,D,CLRK,1000
252306,2025CF3193A3,889126,1234656,D,CLRK,1000
252306,2025CF3193A4,889126,1234657,D,CLRK,500
269541,2025CF3318A1,889528,1235315,D,RLSDNI,
278080,2025CF338A1,876088,1216612,D,CLRK,
278080,2025CF338A2,876088,1216613,D,CLRK,5000
246869,2025CF3461A1,890124,1236262,D,LCJ,
246869,2025CF3461A2,890124,1236263,D,LCJ,
246869,2025CF3461A3,890124,1236264,D,LCJ,
280606,2025CF3489A1,890201,1236381,F,RLSDNP,
155506,2025CF599A1,877030,1218089,O,LCJ,
155506,2025CF599A2,877030,1218087,D,LCJ,
155506,2025CF599A3,877030,1218090,D,LCJ,
155506,2025CF599A4,877030,1218088,D,LCJ,
245731,2025CF604A1,877056,1218139,D,CLRK,5000
245731,2025CF604A2,877056,1218140,D,CLRK,5000
245731,2025CF604A3,877056,1218141,D,CLRK,15000
245731,2025CF604A4,877056,1218142,D,CLRK,5000
245731,2025CF604A5,877056,1218143,D,CLRK,10000
278302,2025CF615A1,877094,1218196,D,LCJ,
278302,2025CF615A2,877094,1218197,D,LCJ,
278302,2025CF615A3,877094,1218198,D,LCJ,
278302,2025CF615A4,877094,1218199,D,LCJ,
278302,2025CF662A1,877253,1218432,D,LCJ,
278302,2025CF663A1,877254,1218433,D,LCJ,
278302,2025CF663A2,877254,1218434,D,LCJ,
278302,2025CF663A3,877254,1218435,D,LCJ,
278302,2025CF663A4,877254,1218436,D,LCJ,
278302,2025CF663A5,877254,1218437,D,LCJ,
278302,2025CF664A1,877256,1218439,D,LCJ,
267704,2025CF676A1,877287,1218502,D,CLRK,1000
267704,2025CF676A2,877287,1218503,D,CLRK,
267704,2025CF676A3,877287,1218504,D,CLRK,
278302,2025CF682A1,877309,1218528,D,LCJ,
278302,2025CF682A2,877309,1218529,D,LCJ,
278302,2025CF682A3,877309,1218530,D,LCJ,
278302,2025CF682A4,877309,1218531,D,LCJ,
278302,2025CF682A5,877309,1218532,D,LCJ,
278302,2025CF682A6,877309,1218542,D,LCJ,
278302,2025CF683A1,877310,1218533,D,LCJ,
278302,2025CF684A1,877311,1218534,D,LCJ,
81297,2025CF702A1,877382,1218683,D,STPR,
252644,2025CF753C2,878574,1220866,D,LCJ,
252644,2025CF755A1,877522,1218921,D,CLRK,10000
107126,2025CT717A2,879174,1221982,D,RLSDNI,
251049,2025CT75A1,875117,1215213,D,RLSDTS,
127827,2025HH1057A1,888307,1233439,D,OTJA,
278080,2025HH106A1,876210,1216764,O,LCJ,2500
193982,2025HH4A1,874837,1214738,D,STPR,
129933,2025HH533A1,880646,1224346,D,OTJA,
129933,2025HH533A2,880646,1224347,D,OTJA,
235807,2025HH710A1,882732,1227734,D,CLRK,
255662,2025HH74A1,875847,1216289,D,CLRK,
255662,2025HH74A2,875847,1216290,D,CLRK,
255662,2025HH74A3,875847,1216291,D,CLRK,
266651,2025HH820A1,884087,1229486,D,OTJA,
266651,2025HH820A2,884087,1229487,D,OTJA,
266651,2025HH820A3,884087,1229488,D,OTJA,
266651,2025HH820A4,884087,1229489,D,OTJA,
97806,2025HV49A1,882975,1228058,V,LCJ,
186009,2025MM1070A1,880936,1224838,D,RLSDPT,
278691,2025MM1273A1,882111,1226825,D,OREC,
273890,2025MM1381A1,882722,1227709,D,RLSDTS,
132884,2025MM1658A1,886292,1230280,D,OREC,
263453,2025MM1723A1,886875,1231023,D,OREC,
207281,2025MM1843A1,887471,1231960,D,RLSDTS,
207281,2025MM1843A2,887471,1231959,D,RLSDTS,
180807,2025MM1995A1,888207,1233278,R,LCJ,1000
244579,2025MM2159A1,889113,1234636,F,RLSDNP,
244579,2025MM2159A2,889113,1234637,F,RLSDNP,
267704,2025MM757A1,878930,1221572,D,LCJ,
267704,2025MM757A2,878930,1221573,D,LCJ,
267704,2025MM757A3,878930,1221574,D,LCJ,
